sat_id,orbit_class,quantity,timestamp,error
IRNSS-1B,GEO/GSO,ephem,2025-01-04T00:00:00Z,2.3073
IRNSS-1B,GEO/GSO,ephem,2025-01-04T00:15:00Z,2.4198
IRNSS-1B,GEO/GSO,ephem,2025-01-04T00:30:00Z,2.2411
IRNSS-1B,GEO/GSO,ephem,2025-01-04T00:45:00Z,2.3255
IRNSS-1B,GEO/GSO,ephem,2025-01-04T01:00:00Z,2.2
IRNSS-1B,GEO/GSO,ephem,2025-01-04T01:15:00Z,2.447
IRNSS-1B,GEO/GSO,ephem,2025-01-04T01:30:00Z,2.1105
IRNSS-1B,GEO/GSO,ephem,2025-01-04T01:45:00Z,2.5089
IRNSS-1B,GEO/GSO,ephem,2025-01-04T02:00:00Z,2.2163
IRNSS-1B,GEO/GSO,ephem,2025-01-04T02:15:00Z,1.9956
IRNSS-1B,GEO/GSO,ephem,2025-01-04T02:30:00Z,2.2468
IRNSS-1B,GEO/GSO,ephem,2025-01-04T02:45:00Z,2.1189
IRNSS-1B,GEO/GSO,ephem,2025-01-04T03:00:00Z,2.3639
IRNSS-1B,GEO/GSO,ephem,2025-01-04T03:15:00Z,2.1265
IRNSS-1B,GEO/GSO,ephem,2025-01-04T03:30:00Z,2.1608
IRNSS-1B,GEO/GSO,ephem,2025-01-04T03:45:00Z,1.9311
IRNSS-1B,GEO/GSO,ephem,2025-01-04T04:00:00Z,2.1622
IRNSS-1B,GEO/GSO,ephem,2025-01-04T04:15:00Z,1.8477
IRNSS-1B,GEO/GSO,ephem,2025-01-04T04:30:00Z,1.9831
IRNSS-1B,GEO/GSO,ephem,2025-01-04T04:45:00Z,2.359
IRNSS-1B,GEO/GSO,ephem,2025-01-04T05:00:00Z,2.3637
IRNSS-1B,GEO/GSO,ephem,2025-01-04T05:15:00Z,2.3067
IRNSS-1B,GEO/GSO,ephem,2025-01-04T05:30:00Z,2.0844
IRNSS-1B,GEO/GSO,ephem,2025-01-04T05:45:00Z,2.2318
IRNSS-1B,GEO/GSO,ephem,2025-01-04T06:00:00Z,2.2392
IRNSS-1B,GEO/GSO,ephem,2025-01-04T06:15:00Z,2.0546
IRNSS-1B,GEO/GSO,ephem,2025-01-04T06:30:00Z,2.4805
IRNSS-1B,GEO/GSO,ephem,2025-01-04T06:45:00Z,2.3803
IRNSS-1B,GEO/GSO,ephem,2025-01-04T07:00:00Z,2.2045
IRNSS-1B,GEO/GSO,ephem,2025-01-04T07:15:00Z,2.2439
IRNSS-1B,GEO/GSO,ephem,2025-01-04T07:30:00Z,2.2726
IRNSS-1B,GEO/GSO,ephem,2025-01-04T07:45:00Z,1.9121
IRNSS-1B,GEO/GSO,ephem,2025-01-04T08:00:00Z,2.1986
IRNSS-1B,GEO/GSO,ephem,2025-01-04T08:15:00Z,2.1284
IRNSS-1B,GEO/GSO,ephem,2025-01-04T08:30:00Z,2.0765
IRNSS-1B,GEO/GSO,ephem,2025-01-04T08:45:00Z,2.1909
IRNSS-1B,GEO/GSO,ephem,2025-01-04T09:00:00Z,2.5225
IRNSS-1B,GEO/GSO,ephem,2025-01-04T09:15:00Z,2.3363
IRNSS-1B,GEO/GSO,ephem,2025-01-04T09:30:00Z,2.1412
IRNSS-1B,GEO/GSO,ephem,2025-01-04T09:45:00Z,2.3229
IRNSS-1B,GEO/GSO,ephem,2025-01-04T10:00:00Z,2.4538
IRNSS-1B,GEO/GSO,ephem,2025-01-04T10:15:00Z,2.3763
IRNSS-1B,GEO/GSO,ephem,2025-01-04T10:30:00Z,2.2363
IRNSS-1B,GEO/GSO,ephem,2025-01-04T10:45:00Z,2.1216
IRNSS-1B,GEO/GSO,ephem,2025-01-04T11:00:00Z,2.335
IRNSS-1B,GEO/GSO,ephem,2025-01-04T11:15:00Z,2.2843
IRNSS-1B,GEO/GSO,ephem,2025-01-04T11:30:00Z,2.3626
IRNSS-1B,GEO/GSO,ephem,2025-01-04T11:45:00Z,2.3189
IRNSS-1B,GEO/GSO,ephem,2025-01-04T12:00:00Z,2.383
IRNSS-1B,GEO/GSO,ephem,2025-01-04T12:15:00Z,2.1271
IRNSS-1B,GEO/GSO,ephem,2025-01-04T12:30:00Z,2.4212
IRNSS-1B,GEO/GSO,ephem,2025-01-04T12:45:00Z,2.2395
IRNSS-1B,GEO/GSO,ephem,2025-01-04T13:00:00Z,2.5374
IRNSS-1B,GEO/GSO,ephem,2025-01-04T13:15:00Z,2.0924
IRNSS-1B,GEO/GSO,ephem,2025-01-04T13:30:00Z,2.4776
IRNSS-1B,GEO/GSO,ephem,2025-01-04T13:45:00Z,2.2287
IRNSS-1B,GEO/GSO,ephem,2025-01-04T14:00:00Z,2.0898
IRNSS-1B,GEO/GSO,ephem,2025-01-04T14:15:00Z,2.1136
IRNSS-1B,GEO/GSO,ephem,2025-01-04T14:30:00Z,2.1366
IRNSS-1B,GEO/GSO,ephem,2025-01-04T14:45:00Z,2.2526
IRNSS-1B,GEO/GSO,ephem,2025-01-04T15:00:00Z,2.265
IRNSS-1B,GEO/GSO,ephem,2025-01-04T15:15:00Z,2.0862
IRNSS-1B,GEO/GSO,ephem,2025-01-04T15:30:00Z,2.1706
IRNSS-1B,GEO/GSO,ephem,2025-01-04T15:45:00Z,2.5137
IRNSS-1B,GEO/GSO,ephem,2025-01-04T16:00:00Z,2.4438
IRNSS-1B,GEO/GSO,ephem,2025-01-04T16:15:00Z,2.2334
IRNSS-1B,GEO/GSO,ephem,2025-01-04T16:30:00Z,2.1659
IRNSS-1B,GEO/GSO,ephem,2025-01-04T16:45:00Z,2.1752
IRNSS-1B,GEO/GSO,ephem,2025-01-04T17:00:00Z,2.2502
IRNSS-1B,GEO/GSO,ephem,2025-01-04T17:15:00Z,1.9844
IRNSS-1B,GEO/GSO,ephem,2025-01-04T17:30:00Z,2.1028
IRNSS-1B,GEO/GSO,ephem,2025-01-04T17:45:00Z,1.8728
IRNSS-1B,GEO/GSO,ephem,2025-01-04T18:00:00Z,2.1994
IRNSS-1B,GEO/GSO,ephem,2025-01-04T18:15:00Z,2.2348
IRNSS-1B,GEO/GSO,ephem,2025-01-04T18:30:00Z,2.0496
IRNSS-1B,GEO/GSO,ephem,2025-01-04T18:45:00Z,2.3743
IRNSS-1B,GEO/GSO,ephem,2025-01-04T19:00:00Z,1.9218
IRNSS-1B,GEO/GSO,ephem,2025-01-04T19:15:00Z,1.8791
IRNSS-1B,GEO/GSO,ephem,2025-01-04T19:30:00Z,2.1447
IRNSS-1B,GEO/GSO,ephem,2025-01-04T19:45:00Z,2.2717
IRNSS-1B,GEO/GSO,ephem,2025-01-04T20:00:00Z,2.3688
IRNSS-1B,GEO/GSO,ephem,2025-01-04T20:15:00Z,2.0212
IRNSS-1B,GEO/GSO,ephem,2025-01-04T20:30:00Z,2.2624
IRNSS-1B,GEO/GSO,ephem,2025-01-04T20:45:00Z,2.0787
IRNSS-1B,GEO/GSO,ephem,2025-01-04T21:00:00Z,2.0523
IRNSS-1B,GEO/GSO,ephem,2025-01-04T21:15:00Z,2.2163
IRNSS-1B,GEO/GSO,ephem,2025-01-04T21:30:00Z,2.1743
IRNSS-1B,GEO/GSO,ephem,2025-01-04T21:45:00Z,1.8126
IRNSS-1B,GEO/GSO,ephem,2025-01-04T22:00:00Z,2.296
IRNSS-1B,GEO/GSO,ephem,2025-01-04T22:15:00Z,2.2754
IRNSS-1B,GEO/GSO,ephem,2025-01-04T22:30:00Z,1.9492
IRNSS-1B,GEO/GSO,ephem,2025-01-04T22:45:00Z,2.1074
IRNSS-1B,GEO/GSO,ephem,2025-01-04T23:00:00Z,2.1179
IRNSS-1B,GEO/GSO,ephem,2025-01-04T23:15:00Z,2.0752
IRNSS-1B,GEO/GSO,ephem,2025-01-04T23:30:00Z,1.9401
IRNSS-1B,GEO/GSO,ephem,2025-01-04T23:45:00Z,1.9153
IRNSS-1B,GEO/GSO,ephem,2025-01-05T00:00:00Z,2.0133
IRNSS-1B,GEO/GSO,ephem,2025-01-05T00:15:00Z,2.1996
IRNSS-1B,GEO/GSO,ephem,2025-01-05T00:30:00Z,2.0935
IRNSS-1B,GEO/GSO,ephem,2025-01-05T00:45:00Z,1.9418
IRNSS-1B,GEO/GSO,ephem,2025-01-05T01:00:00Z,2.119
IRNSS-1B,GEO/GSO,ephem,2025-01-05T01:15:00Z,1.5343
IRNSS-1B,GEO/GSO,ephem,2025-01-05T01:30:00Z,2.1683
IRNSS-1B,GEO/GSO,ephem,2025-01-05T01:45:00Z,1.7006
IRNSS-1B,GEO/GSO,ephem,2025-01-05T02:00:00Z,1.9154
IRNSS-1B,GEO/GSO,ephem,2025-01-05T02:15:00Z,1.7887
IRNSS-1B,GEO/GSO,ephem,2025-01-05T02:30:00Z,1.7552
IRNSS-1B,GEO/GSO,ephem,2025-01-05T02:45:00Z,2.1425
IRNSS-1B,GEO/GSO,ephem,2025-01-05T03:00:00Z,1.8763
IRNSS-1B,GEO/GSO,ephem,2025-01-05T03:15:00Z,2.001
IRNSS-1B,GEO/GSO,ephem,2025-01-05T03:30:00Z,1.9325
IRNSS-1B,GEO/GSO,ephem,2025-01-05T03:45:00Z,2.0107
IRNSS-1B,GEO/GSO,ephem,2025-01-05T04:00:00Z,1.9411
IRNSS-1B,GEO/GSO,ephem,2025-01-05T04:15:00Z,1.7179
IRNSS-1B,GEO/GSO,ephem,2025-01-05T04:30:00Z,2.0771
IRNSS-1B,GEO/GSO,ephem,2025-01-05T04:45:00Z,1.8331
IRNSS-1B,GEO/GSO,ephem,2025-01-05T05:00:00Z,1.6575
IRNSS-1B,GEO/GSO,ephem,2025-01-05T05:15:00Z,1.8325
IRNSS-1B,GEO/GSO,ephem,2025-01-05T05:30:00Z,2.1356
IRNSS-1B,GEO/GSO,ephem,2025-01-05T05:45:00Z,2.026
IRNSS-1B,GEO/GSO,ephem,2025-01-05T06:00:00Z,1.8287
IRNSS-1B,GEO/GSO,ephem,2025-01-05T06:15:00Z,1.8231
IRNSS-1B,GEO/GSO,ephem,2025-01-05T06:30:00Z,1.8221
IRNSS-1B,GEO/GSO,ephem,2025-01-05T06:45:00Z,2.2004
IRNSS-1B,GEO/GSO,ephem,2025-01-05T07:00:00Z,1.9238
IRNSS-1B,GEO/GSO,ephem,2025-01-05T07:15:00Z,1.9262
IRNSS-1B,GEO/GSO,ephem,2025-01-05T07:30:00Z,2.0169
IRNSS-1B,GEO/GSO,ephem,2025-01-05T07:45:00Z,1.8849
IRNSS-1B,GEO/GSO,ephem,2025-01-05T08:00:00Z,1.8
IRNSS-1B,GEO/GSO,ephem,2025-01-05T08:15:00Z,1.8048
IRNSS-1B,GEO/GSO,ephem,2025-01-05T08:30:00Z,1.8195
IRNSS-1B,GEO/GSO,ephem,2025-01-05T08:45:00Z,1.8198
IRNSS-1B,GEO/GSO,ephem,2025-01-05T09:00:00Z,1.9371
IRNSS-1B,GEO/GSO,ephem,2025-01-05T09:15:00Z,1.8239
IRNSS-1B,GEO/GSO,ephem,2025-01-05T09:30:00Z,1.9277
IRNSS-1B,GEO/GSO,ephem,2025-01-05T09:45:00Z,1.7926
IRNSS-1B,GEO/GSO,ephem,2025-01-05T10:00:00Z,1.8131
IRNSS-1B,GEO/GSO,ephem,2025-01-05T10:15:00Z,1.4759
IRNSS-1B,GEO/GSO,ephem,2025-01-05T10:30:00Z,1.9374
IRNSS-1B,GEO/GSO,ephem,2025-01-05T10:45:00Z,1.8414
IRNSS-1B,GEO/GSO,ephem,2025-01-05T11:00:00Z,1.9409
IRNSS-1B,GEO/GSO,ephem,2025-01-05T11:15:00Z,1.3131
IRNSS-1B,GEO/GSO,ephem,2025-01-05T11:30:00Z,2.106
IRNSS-1B,GEO/GSO,ephem,2025-01-05T11:45:00Z,1.7449
IRNSS-1B,GEO/GSO,ephem,2025-01-05T12:00:00Z,1.9401
IRNSS-1B,GEO/GSO,ephem,2025-01-05T12:15:00Z,1.5919
IRNSS-1B,GEO/GSO,ephem,2025-01-05T12:30:00Z,1.8519
IRNSS-1B,GEO/GSO,ephem,2025-01-05T12:45:00Z,1.581
IRNSS-1B,GEO/GSO,ephem,2025-01-05T13:00:00Z,1.6454
IRNSS-1B,GEO/GSO,ephem,2025-01-05T13:15:00Z,2.0472
IRNSS-1B,GEO/GSO,ephem,2025-01-05T13:30:00Z,1.7063
IRNSS-1B,GEO/GSO,ephem,2025-01-05T13:45:00Z,1.7675
IRNSS-1B,GEO/GSO,ephem,2025-01-05T14:00:00Z,1.8679
IRNSS-1B,GEO/GSO,ephem,2025-01-05T14:15:00Z,1.8041
IRNSS-1B,GEO/GSO,ephem,2025-01-05T14:30:00Z,1.745
IRNSS-1B,GEO/GSO,ephem,2025-01-05T14:45:00Z,1.7755
IRNSS-1B,GEO/GSO,ephem,2025-01-05T15:00:00Z,2.0979
IRNSS-1B,GEO/GSO,ephem,2025-01-05T15:15:00Z,1.7005
IRNSS-1B,GEO/GSO,ephem,2025-01-05T15:30:00Z,1.7383
IRNSS-1B,GEO/GSO,ephem,2025-01-05T15:45:00Z,1.8707
IRNSS-1B,GEO/GSO,ephem,2025-01-05T16:00:00Z,1.8761
IRNSS-1B,GEO/GSO,ephem,2025-01-05T16:15:00Z,1.8858
IRNSS-1B,GEO/GSO,ephem,2025-01-05T16:30:00Z,1.7948
IRNSS-1B,GEO/GSO,ephem,2025-01-05T16:45:00Z,1.5065
IRNSS-1B,GEO/GSO,ephem,2025-01-05T17:00:00Z,1.9476
IRNSS-1B,GEO/GSO,ephem,2025-01-05T17:15:00Z,1.4998
IRNSS-1B,GEO/GSO,ephem,2025-01-05T17:30:00Z,1.7287
IRNSS-1B,GEO/GSO,ephem,2025-01-05T17:45:00Z,1.5567
IRNSS-1B,GEO/GSO,ephem,2025-01-05T18:00:00Z,1.6644
IRNSS-1B,GEO/GSO,ephem,2025-01-05T18:15:00Z,1.7245
IRNSS-1B,GEO/GSO,ephem,2025-01-05T18:30:00Z,1.7207
IRNSS-1B,GEO/GSO,ephem,2025-01-05T18:45:00Z,1.7343
IRNSS-1B,GEO/GSO,ephem,2025-01-05T19:00:00Z,1.9225
IRNSS-1B,GEO/GSO,ephem,2025-01-05T19:15:00Z,1.7345
IRNSS-1B,GEO/GSO,ephem,2025-01-05T19:30:00Z,1.6206
IRNSS-1B,GEO/GSO,ephem,2025-01-05T19:45:00Z,1.8118
IRNSS-1B,GEO/GSO,ephem,2025-01-05T20:00:00Z,1.8457
IRNSS-1B,GEO/GSO,ephem,2025-01-05T20:15:00Z,1.457
IRNSS-1B,GEO/GSO,ephem,2025-01-05T20:30:00Z,1.7471
IRNSS-1B,GEO/GSO,ephem,2025-01-05T20:45:00Z,1.7618
IRNSS-1B,GEO/GSO,ephem,2025-01-05T21:00:00Z,1.6003
IRNSS-1B,GEO/GSO,ephem,2025-01-05T21:15:00Z,1.8663
IRNSS-1B,GEO/GSO,ephem,2025-01-05T21:30:00Z,1.6207
IRNSS-1B,GEO/GSO,ephem,2025-01-05T21:45:00Z,1.6633
IRNSS-1B,GEO/GSO,ephem,2025-01-05T22:00:00Z,1.6141
IRNSS-1B,GEO/GSO,ephem,2025-01-05T22:15:00Z,1.643
IRNSS-1B,GEO/GSO,ephem,2025-01-05T22:30:00Z,1.4639
IRNSS-1B,GEO/GSO,ephem,2025-01-05T22:45:00Z,1.4077
IRNSS-1B,GEO/GSO,ephem,2025-01-05T23:00:00Z,1.8922
IRNSS-1B,GEO/GSO,ephem,2025-01-05T23:15:00Z,1.5007
IRNSS-1B,GEO/GSO,ephem,2025-01-05T23:30:00Z,1.4767
IRNSS-1B,GEO/GSO,ephem,2025-01-05T23:45:00Z,1.29
IRNSS-1B,GEO/GSO,ephem,2025-01-06T00:00:00Z,1.5316
IRNSS-1B,GEO/GSO,ephem,2025-01-06T00:15:00Z,1.4216
IRNSS-1B,GEO/GSO,ephem,2025-01-06T00:30:00Z,1.8955
IRNSS-1B,GEO/GSO,ephem,2025-01-06T00:45:00Z,1.7939
IRNSS-1B,GEO/GSO,ephem,2025-01-06T01:00:00Z,1.5219
IRNSS-1B,GEO/GSO,ephem,2025-01-06T01:15:00Z,1.9921
IRNSS-1B,GEO/GSO,ephem,2025-01-06T01:30:00Z,1.7887
IRNSS-1B,GEO/GSO,ephem,2025-01-06T01:45:00Z,1.5796
IRNSS-1B,GEO/GSO,ephem,2025-01-06T02:00:00Z,1.2316
IRNSS-1B,GEO/GSO,ephem,2025-01-06T02:15:00Z,1.9982
IRNSS-1B,GEO/GSO,ephem,2025-01-06T02:30:00Z,1.4095
IRNSS-1B,GEO/GSO,ephem,2025-01-06T02:45:00Z,1.3688
IRNSS-1B,GEO/GSO,ephem,2025-01-06T03:00:00Z,1.796
IRNSS-1B,GEO/GSO,ephem,2025-01-06T03:15:00Z,2.0232
IRNSS-1B,GEO/GSO,ephem,2025-01-06T03:30:00Z,1.8548
IRNSS-1B,GEO/GSO,ephem,2025-01-06T03:45:00Z,1.7241
IRNSS-1B,GEO/GSO,ephem,2025-01-06T04:00:00Z,1.7297
IRNSS-1B,GEO/GSO,ephem,2025-01-06T04:15:00Z,1.7719
IRNSS-1B,GEO/GSO,ephem,2025-01-06T04:30:00Z,1.7576
IRNSS-1B,GEO/GSO,ephem,2025-01-06T04:45:00Z,1.682
IRNSS-1B,GEO/GSO,ephem,2025-01-06T05:00:00Z,1.6547
IRNSS-1B,GEO/GSO,ephem,2025-01-06T05:15:00Z,1.629
IRNSS-1B,GEO/GSO,ephem,2025-01-06T05:30:00Z,1.5195
IRNSS-1B,GEO/GSO,ephem,2025-01-06T05:45:00Z,1.5965
IRNSS-1B,GEO/GSO,ephem,2025-01-06T06:00:00Z,1.3718
IRNSS-1B,GEO/GSO,ephem,2025-01-06T06:15:00Z,1.6282
IRNSS-1B,GEO/GSO,ephem,2025-01-06T06:30:00Z,1.4872
IRNSS-1B,GEO/GSO,ephem,2025-01-06T06:45:00Z,1.4703
IRNSS-1B,GEO/GSO,ephem,2025-01-06T07:00:00Z,1.6772
IRNSS-1B,GEO/GSO,ephem,2025-01-06T07:15:00Z,1.8727
IRNSS-1B,GEO/GSO,ephem,2025-01-06T07:30:00Z,1.7986
IRNSS-1B,GEO/GSO,ephem,2025-01-06T07:45:00Z,1.4021
IRNSS-1B,GEO/GSO,ephem,2025-01-06T08:00:00Z,1.4968
IRNSS-1B,GEO/GSO,ephem,2025-01-06T08:15:00Z,1.8075
IRNSS-1B,GEO/GSO,ephem,2025-01-06T08:30:00Z,1.5017
IRNSS-1B,GEO/GSO,ephem,2025-01-06T08:45:00Z,1.625
IRNSS-1B,GEO/GSO,ephem,2025-01-06T09:00:00Z,1.7509
IRNSS-1B,GEO/GSO,ephem,2025-01-06T09:15:00Z,1.5101
IRNSS-1B,GEO/GSO,ephem,2025-01-06T09:30:00Z,1.684
IRNSS-1B,GEO/GSO,ephem,2025-01-06T09:45:00Z,1.4559
IRNSS-1B,GEO/GSO,ephem,2025-01-06T10:00:00Z,1.5753
IRNSS-1B,GEO/GSO,ephem,2025-01-06T10:15:00Z,1.725
IRNSS-1B,GEO/GSO,ephem,2025-01-06T10:30:00Z,1.4213
IRNSS-1B,GEO/GSO,ephem,2025-01-06T10:45:00Z,1.749
IRNSS-1B,GEO/GSO,ephem,2025-01-06T11:00:00Z,1.6778
IRNSS-1B,GEO/GSO,ephem,2025-01-06T11:15:00Z,1.7718
IRNSS-1B,GEO/GSO,ephem,2025-01-06T11:30:00Z,1.7218
IRNSS-1B,GEO/GSO,ephem,2025-01-06T11:45:00Z,1.9067
IRNSS-1B,GEO/GSO,ephem,2025-01-06T12:00:00Z,1.7111
IRNSS-1B,GEO/GSO,ephem,2025-01-06T12:15:00Z,1.625
IRNSS-1B,GEO/GSO,ephem,2025-01-06T12:30:00Z,1.7159
IRNSS-1B,GEO/GSO,ephem,2025-01-06T12:45:00Z,1.7859
IRNSS-1B,GEO/GSO,ephem,2025-01-06T13:00:00Z,1.7095
IRNSS-1B,GEO/GSO,ephem,2025-01-06T13:15:00Z,1.711
IRNSS-1B,GEO/GSO,ephem,2025-01-06T13:30:00Z,1.5949
IRNSS-1B,GEO/GSO,ephem,2025-01-06T13:45:00Z,1.604
IRNSS-1B,GEO/GSO,ephem,2025-01-06T14:00:00Z,1.4884
IRNSS-1B,GEO/GSO,ephem,2025-01-06T14:15:00Z,1.9956
IRNSS-1B,GEO/GSO,ephem,2025-01-06T14:30:00Z,1.5195
IRNSS-1B,GEO/GSO,ephem,2025-01-06T14:45:00Z,1.6106
IRNSS-1B,GEO/GSO,ephem,2025-01-06T15:00:00Z,1.6094
IRNSS-1B,GEO/GSO,ephem,2025-01-06T15:15:00Z,1.8704
IRNSS-1B,GEO/GSO,ephem,2025-01-06T15:30:00Z,1.6829
IRNSS-1B,GEO/GSO,ephem,2025-01-06T15:45:00Z,1.9327
IRNSS-1B,GEO/GSO,ephem,2025-01-06T16:00:00Z,1.6283
IRNSS-1B,GEO/GSO,ephem,2025-01-06T16:15:00Z,1.7836
IRNSS-1B,GEO/GSO,ephem,2025-01-06T16:30:00Z,1.6083
IRNSS-1B,GEO/GSO,ephem,2025-01-06T16:45:00Z,2.0881
IRNSS-1B,GEO/GSO,ephem,2025-01-06T17:00:00Z,1.5578
IRNSS-1B,GEO/GSO,ephem,2025-01-06T17:15:00Z,1.8003
IRNSS-1B,GEO/GSO,ephem,2025-01-06T17:30:00Z,1.8551
IRNSS-1B,GEO/GSO,ephem,2025-01-06T17:45:00Z,1.8229
IRNSS-1B,GEO/GSO,ephem,2025-01-06T18:00:00Z,1.73
IRNSS-1B,GEO/GSO,ephem,2025-01-06T18:15:00Z,1.7418
IRNSS-1B,GEO/GSO,ephem,2025-01-06T18:30:00Z,1.7725
IRNSS-1B,GEO/GSO,ephem,2025-01-06T18:45:00Z,1.7449
IRNSS-1B,GEO/GSO,ephem,2025-01-06T19:00:00Z,1.9255
IRNSS-1B,GEO/GSO,ephem,2025-01-06T19:15:00Z,2.1279
IRNSS-1B,GEO/GSO,ephem,2025-01-06T19:30:00Z,1.6878
IRNSS-1B,GEO/GSO,ephem,2025-01-06T19:45:00Z,1.5607
IRNSS-1B,GEO/GSO,ephem,2025-01-06T20:00:00Z,1.7686
IRNSS-1B,GEO/GSO,ephem,2025-01-06T20:15:00Z,2.1983
IRNSS-1B,GEO/GSO,ephem,2025-01-06T20:30:00Z,1.6597
IRNSS-1B,GEO/GSO,ephem,2025-01-06T20:45:00Z,2.0533
IRNSS-1B,GEO/GSO,ephem,2025-01-06T21:00:00Z,2.0622
IRNSS-1B,GEO/GSO,ephem,2025-01-06T21:15:00Z,1.7079
IRNSS-1B,GEO/GSO,ephem,2025-01-06T21:30:00Z,1.8902
IRNSS-1B,GEO/GSO,ephem,2025-01-06T21:45:00Z,2.0623
IRNSS-1B,GEO/GSO,ephem,2025-01-06T22:00:00Z,1.7437
IRNSS-1B,GEO/GSO,ephem,2025-01-06T22:15:00Z,1.7743
IRNSS-1B,GEO/GSO,ephem,2025-01-06T22:30:00Z,1.7164
IRNSS-1B,GEO/GSO,ephem,2025-01-06T22:45:00Z,1.6495
IRNSS-1B,GEO/GSO,ephem,2025-01-06T23:00:00Z,1.7105
IRNSS-1B,GEO/GSO,ephem,2025-01-06T23:15:00Z,1.6209
IRNSS-1B,GEO/GSO,ephem,2025-01-06T23:30:00Z,1.8245
IRNSS-1B,GEO/GSO,ephem,2025-01-06T23:45:00Z,1.6982
IRNSS-1B,GEO/GSO,ephem,2025-01-07T00:00:00Z,1.861
IRNSS-1B,GEO/GSO,ephem,2025-01-07T00:15:00Z,1.5769
IRNSS-1B,GEO/GSO,ephem,2025-01-07T00:30:00Z,1.8809
IRNSS-1B,GEO/GSO,ephem,2025-01-07T00:45:00Z,1.9634
IRNSS-1B,GEO/GSO,ephem,2025-01-07T01:00:00Z,1.5131
IRNSS-1B,GEO/GSO,ephem,2025-01-07T01:15:00Z,1.8939
IRNSS-1B,GEO/GSO,ephem,2025-01-07T01:30:00Z,2.0324
IRNSS-1B,GEO/GSO,ephem,2025-01-07T01:45:00Z,1.6443
IRNSS-1B,GEO/GSO,ephem,2025-01-07T02:00:00Z,2.1073
IRNSS-1B,GEO/GSO,ephem,2025-01-07T02:15:00Z,1.9084
IRNSS-1B,GEO/GSO,ephem,2025-01-07T02:30:00Z,1.7303
IRNSS-1B,GEO/GSO,ephem,2025-01-07T02:45:00Z,1.8357
IRNSS-1B,GEO/GSO,ephem,2025-01-07T03:00:00Z,1.9355
IRNSS-1B,GEO/GSO,ephem,2025-01-07T03:15:00Z,1.8598
IRNSS-1B,GEO/GSO,ephem,2025-01-07T03:30:00Z,1.9353
IRNSS-1B,GEO/GSO,ephem,2025-01-07T03:45:00Z,1.7031
IRNSS-1B,GEO/GSO,ephem,2025-01-07T04:00:00Z,1.8788
IRNSS-1B,GEO/GSO,ephem,2025-01-07T04:15:00Z,1.6266
IRNSS-1B,GEO/GSO,ephem,2025-01-07T04:30:00Z,1.8362
IRNSS-1B,GEO/GSO,ephem,2025-01-07T04:45:00Z,1.7104
IRNSS-1B,GEO/GSO,ephem,2025-01-07T05:00:00Z,1.7383
IRNSS-1B,GEO/GSO,ephem,2025-01-07T05:15:00Z,2.0546
IRNSS-1B,GEO/GSO,ephem,2025-01-07T05:30:00Z,2.0322
IRNSS-1B,GEO/GSO,ephem,2025-01-07T05:45:00Z,1.9558
IRNSS-1B,GEO/GSO,ephem,2025-01-07T06:00:00Z,1.6842
IRNSS-1B,GEO/GSO,ephem,2025-01-07T06:15:00Z,1.8089
IRNSS-1B,GEO/GSO,ephem,2025-01-07T06:30:00Z,2.0541
IRNSS-1B,GEO/GSO,ephem,2025-01-07T06:45:00Z,1.8831
IRNSS-1B,GEO/GSO,ephem,2025-01-07T07:00:00Z,2.2318
IRNSS-1B,GEO/GSO,ephem,2025-01-07T07:15:00Z,1.9238
IRNSS-1B,GEO/GSO,ephem,2025-01-07T07:30:00Z,1.8918
IRNSS-1B,GEO/GSO,ephem,2025-01-07T07:45:00Z,1.8116
IRNSS-1B,GEO/GSO,ephem,2025-01-07T08:00:00Z,1.8824
IRNSS-1B,GEO/GSO,ephem,2025-01-07T08:15:00Z,1.8365
IRNSS-1B,GEO/GSO,ephem,2025-01-07T08:30:00Z,1.974
IRNSS-1B,GEO/GSO,ephem,2025-01-07T08:45:00Z,2.0134
IRNSS-1B,GEO/GSO,ephem,2025-01-07T09:00:00Z,1.7342
IRNSS-1B,GEO/GSO,ephem,2025-01-07T09:15:00Z,1.6464
IRNSS-1B,GEO/GSO,ephem,2025-01-07T09:30:00Z,1.565
IRNSS-1B,GEO/GSO,ephem,2025-01-07T09:45:00Z,1.9394
IRNSS-1B,GEO/GSO,ephem,2025-01-07T10:00:00Z,1.6808
IRNSS-1B,GEO/GSO,ephem,2025-01-07T10:15:00Z,1.512
IRNSS-1B,GEO/GSO,ephem,2025-01-07T10:30:00Z,1.9177
IRNSS-1B,GEO/GSO,ephem,2025-01-07T10:45:00Z,2.2534
IRNSS-1B,GEO/GSO,ephem,2025-01-07T11:00:00Z,1.8523
IRNSS-1B,GEO/GSO,ephem,2025-01-07T11:15:00Z,1.9862
IRNSS-1B,GEO/GSO,ephem,2025-01-07T11:30:00Z,1.8638
IRNSS-1B,GEO/GSO,ephem,2025-01-07T11:45:00Z,1.8335
IRNSS-1B,GEO/GSO,ephem,2025-01-07T12:00:00Z,1.9948
IRNSS-1B,GEO/GSO,ephem,2025-01-07T12:15:00Z,1.7997
IRNSS-1B,GEO/GSO,ephem,2025-01-07T12:30:00Z,1.8872
IRNSS-1B,GEO/GSO,ephem,2025-01-07T12:45:00Z,1.894
IRNSS-1B,GEO/GSO,ephem,2025-01-07T13:00:00Z,1.7337
